taxonKey,scientificName,rank,taxonomicStatus,kingdom,includes
4005004,Lysimachia fortunei Maxim.,SPECIES,ACCEPTED,Plantae,4005004: Lysimachia fortunei Maxim.
4013762,Narcissus ×cyclazetta Chater & Stace,SPECIES,ACCEPTED,Plantae,4013762: Narcissus ×cyclazetta Chater & Stace
4021919,Portulaca sativa Haw.,SPECIES,ACCEPTED,Plantae,4021919: Portulaca sativa Haw. | 7643669: Portulaca oleracea subsp. sativa (Haw.) Celak.
4023278,Portulaca granulatostellulata (Poelln.) Ricceri & Arrigoni,SPECIES,ACCEPTED,Plantae,4023278: Portulaca granulatostellulata (Poelln.) Ricceri & Arrigoni
4033335,Bistorta affinis (D.Don) Greene,SPECIES,ACCEPTED,Plantae,4033335: Bistorta affinis (D.Don) Greene | 7766277: Polygonum affine D.Don
4034001,Persicaria nepalensis (Meisn.) H.Gross,SPECIES,ACCEPTED,Plantae,4034001: Persicaria nepalensis (Meisn.) H.Gross
4038485,Reynoutria ×bohemica Chrtek & Chrtková,SPECIES,ACCEPTED,Plantae,4038485: Reynoutria ×bohemica Chrtek & Chrtková | 5652296: Fallopia ×bohemica (Chrtek & Chrtková) J.P.Bailey
4046493,Polystichum luctuosum (Kunze) T.Moore,SPECIES,ACCEPTED,Plantae,2651108: Polystichum tsus-simense (Hook.) J.Sm. | 7590688: Polystichum polyblepharum Nakai
4048240,Elaeagnus ×submacrophylla Servett.,SPECIES,ACCEPTED,Plantae,4048240: Elaeagnus ×submacrophylla Servett. | 7293098: Elaeagnus ×ebbingei J.Door.
4055853,Buddleja albiflora Hemsl.,SPECIES,ACCEPTED,Plantae,4055853: Buddleja albiflora Hemsl.
4059971,Glandora diffusa (Lag.) D.C.Thomas,SPECIES,ACCEPTED,Plantae,4059971: Glandora diffusa (Lag.) D.C.Thomas
4063383,Trachystemon orientale (L.) D.Don,SPECIES,ACCEPTED,Plantae,4063372: Trachystemon orientalis (L.) G.Don | 7397268: Trachystemon orientalis (L.) D.Don
4067112,Symphytum orientale L.,SPECIES,ACCEPTED,Plantae,4067112: Symphytum orientale L.
4067281,Symphytum ×hidcotense P.D.Sell,SPECIES,ACCEPTED,Plantae,4067281: Symphytum ×hidcotense P.D.Sell
4067302,Symphytum grandiflorum DC.,SPECIES,ACCEPTED,Plantae,4067302: Symphytum grandiflorum DC.
4068166,Echium pininana Webb & Berthel.,SPECIES,ACCEPTED,Plantae,4068166: Echium pininana Webb & Berthel.
4083707,Verbena aristigera S.Moore,SPECIES,ACCEPTED,Plantae,5667614: Glandularia aristigera (S.Moore) Tronc.
4086523,Verbena incompta P.W.Michael,SPECIES,ACCEPTED,Plantae,4086523: Verbena incompta P.W.Michael
4088624,Limonium platyphyllum Lincz.,SPECIES,ACCEPTED,Plantae,4088624: Limonium platyphyllum Lincz.
4091345,Incarvillea delavayi Bureau & Franch.,SPECIES,ACCEPTED,Plantae,4091345: Incarvillea delavayi Bureau & Franch.
4094511,Campsis grandiflora (Thunb.) K.Schum.,SPECIES,ACCEPTED,Plantae,4094511: Campsis grandiflora (Thunb.) K.Schum.
4097656,Alnus ×spaethii Callier,SPECIES,ACCEPTED,Plantae,4097656: Alnus ×spaethii Callier
4102909,Lomelosia stellata (L.) Raf.,SPECIES,ACCEPTED,Plantae,4102909: Lomelosia stellata (L.) Raf.
4102952,Knautia macedonica Griseb.,SPECIES,ACCEPTED,Plantae,4102952: Knautia macedonica Griseb.
4103351,Lomelosia caucasica (M.Bieb.) Greuter & Burdet,SPECIES,ACCEPTED,Plantae,2888801: Scabiosa caucasica M.Bieb.
4105652,Amphibromus recurvatus Swallen,SPECIES,ACCEPTED,Plantae,4152236: Helictotrichon recurvatum (Swallen) Cope & Ryves
4113402,Panicum decompositum R.Br.,SPECIES,ACCEPTED,Plantae,4113402: Panicum decompositum R.Br.
4114348,Phyllostachys sulphurea (Carrière) Rivière & C.Rivière,SPECIES,ACCEPTED,Plantae,5290174: Phyllostachys viridis (R.A.Young) McClure
4114502,Trisetaria panicea (Lam.) Paunero,SPECIES,ACCEPTED,Plantae,4114502: Trisetaria panicea (Lam.) Paunero | 4111341: Trisetum paniceum (Lam.) Pers.
4116709,Panicum laevinode Lindl.,SPECIES,ACCEPTED,Plantae,4116709: Panicum laevinode Lindl.
4118773,Echinochloa inundata Michael & Vickery,SPECIES,ACCEPTED,Plantae,4118773: Echinochloa inundata Michael & Vickery
4120602,Semiarundinaria fastuosa (Lat.-Marl. ex Mitford) Makino,SPECIES,ACCEPTED,Plantae,4120602: Semiarundinaria fastuosa (Lat.-Marl. ex Mitford) Makino
4121360,Secale ×derzhavinii Tzvelev,SPECIES,DOUBTFUL,Plantae,4121360: Secale ×derzhavinii Tzvelev
4121365,Festuca ligustica (All.) Bertol.,SPECIES,ACCEPTED,Plantae,4121365: Festuca ligustica (All.) Bertol.
4121791,Molinia arundinacea Schrank,SPECIES,ACCEPTED,Plantae,8353934: Molinia caerulea subsp. arundinacea (Schrank) K.Richt.
4123912,Agrostis ×dimorpholemma Ohwi,SPECIES,ACCEPTED,Plantae,4122968: Agrostis ×fouilladeana Lambinon & Verloove
4124350,Eleusine africana Kenn.-O'Byrne,SPECIES,ACCEPTED,Plantae,4124350: Eleusine africana Kenn.-O'Byrne | 4270626: Eleusine indica subsp. africana (Kenn.-O'Byrne) S.M.Phillips
4124881,Bromus ×ferronii Mabille,SPECIES,ACCEPTED,Plantae,5927747: Bromus hordeaceus subsp. pseudothominei (P.M.Sm.) H.Scholz | 8219200: Bromus lepidus var. micromollis (Krösche) Holmb. | 4124881: Bromus ×ferronii Mabille
4125110,Harpachne schimperi Hochst. ex A.Rich.,SPECIES,ACCEPTED,Plantae,4125110: Harpachne schimperi Hochst. ex A.Rich.
4125308,Panicum schinzii Hack.,SPECIES,ACCEPTED,Plantae,4125308: Panicum schinzii Hack.
4125808,Thinopyrum elongatum (Host) D.R.Dewey,SPECIES,ACCEPTED,Plantae,5289897: Elymus elongatus (Host) Runemark
4125930,×Agropogon lutosus (Poir.) P.Fourn.,SPECIES,ACCEPTED,Plantae,4125930: ×Agropogon lutosus (Poir.) P.Fourn.
4127352,Sasaella ramosa (Makino) Makino,SPECIES,ACCEPTED,Plantae,4127352: Sasaella ramosa (Makino) Makino
4127831,Stipa pennata L.,SPECIES,ACCEPTED,Plantae,4127831: Stipa pennata L.
4128347,Bromus intermedius Guss.,SPECIES,ACCEPTED,Plantae,4128347: Bromus intermedius Guss.
4129181,Festuca ambigua Le Gall,SPECIES,ACCEPTED,Plantae,6085036: Vulpia ciliata subsp. ciliata | 5289596: Vulpia ciliata Dumort. | 8523576: Vulpia ciliata subsp. ambigua (Le Gall) Stace & Auquier
4129351,Festuca alopecuros Schousb.,SPECIES,ACCEPTED,Plantae,7477513: Vulpia alopecuros (Schousb.) Dumort.
4129708,Lolium multiflorum Lam.,SPECIES,ACCEPTED,Plantae,4129708: Lolium multiflorum Lam.
4131963,Digitaria acuminatissima Stapf,SPECIES,ACCEPTED,Plantae,4131963: Digitaria acuminatissima Stapf
4133390,Lolium ×boucheanum Kunth,SPECIES,ACCEPTED,Plantae,4133390: Lolium ×boucheanum Kunth
4134265,Anthosachne scabra (R.Br.) Nevski,SPECIES,ACCEPTED,Plantae,7324613: Elymus scaber (R.Br.) Á.Löve
4134633,Eriochloa australiensis Stapf & Thell.,SPECIES,ACCEPTED,Plantae,4134633: Eriochloa australiensis Stapf & Thell.
4135963,Lachnagrostis filiformis (G.Forst.) Trin.,SPECIES,ACCEPTED,Plantae,2706451: Agrostis avenacea J.F.Gmel.
4136695,Bothriochloa macra (Steud.) S.T.Blake,SPECIES,ACCEPTED,Plantae,4136695: Bothriochloa macra (Steud.) S.T.Blake
4137839,Koeleria glauca (Spreng.) DC.,SPECIES,ACCEPTED,Plantae,4137839: Koeleria glauca (Spreng.) DC. | 7458029: Koeleria arenaria (Dumort.) B.D.Jacks.
4138669,Pholiurus pannonicus (Host) Trin.,SPECIES,ACCEPTED,Plantae,4138669: Pholiurus pannonicus (Host) Trin.
4139037,Eragrostis virescens J.Presl,SPECIES,ACCEPTED,Plantae,4139037: Eragrostis virescens J.Presl
4139846,Phleum exaratum Griseb.,SPECIES,ACCEPTED,Plantae,4139846: Phleum exaratum Griseb.
4139894,Phleum echinatum Host,SPECIES,ACCEPTED,Plantae,4139894: Phleum echinatum Host
4142153,Desmazeria sicula (Jacq.) Dumort.,SPECIES,ACCEPTED,Plantae,4142153: Desmazeria sicula (Jacq.) Dumort.
4142326,Achnatherum calamagrostis (L.) P.Beauv.,SPECIES,ACCEPTED,Plantae,4142326: Achnatherum calamagrostis (L.) P.Beauv.
4142399,Eragrostis procumbens Nees,SPECIES,ACCEPTED,Plantae,4142399: Eragrostis procumbens Nees
4143702,Eragrostis obtusa Munro ex Ficalho & Hiern,SPECIES,ACCEPTED,Plantae,4143702: Eragrostis obtusa Munro ex Ficalho & Hiern
4146512,Puccinellia stricta (Hook.f.) C.H.Blom,SPECIES,ACCEPTED,Plantae,4146512: Puccinellia stricta (Hook.f.) C.H.Blom
4148661,Hordeum flexuosum Nees ex Steud.,SPECIES,ACCEPTED,Plantae,4148661: Hordeum flexuosum Nees ex Steud.
4150636,Eragrostis alveiformis Lazarides,SPECIES,ACCEPTED,Plantae,4150636: Eragrostis alveiformis Lazarides
4152153,Enneapogon scaber Lehm.,SPECIES,ACCEPTED,Plantae,4152153: Enneapogon scaber Lehm.
4154206,Polypogon imberbis (Phil.) Johow,SPECIES,ACCEPTED,Plantae,4154206: Polypogon imberbis (Phil.) Johow
4154259,Paspalum saurae (Parodi) Parodi,SPECIES,ACCEPTED,Plantae,4154259: Paspalum saurae (Parodi) Parodi
4155246,Moorochloa eruciformis (Sm.) Veldkamp,SPECIES,ACCEPTED,Plantae,2704068: Brachiaria eruciformis (Sm.) Griseb.
4201607,Phedimus spurius (M.Bieb.) 't Hart,SPECIES,ACCEPTED,Plantae,4201607: Phedimus spurius (M.Bieb.) 't Hart | 5362018: Sedum spurium M.Bieb.
4201688,Phedimus kamtschaticus (Fisch.) 't Hart,SPECIES,ACCEPTED,Plantae,4201688: Phedimus kamtschaticus (Fisch.) 't Hart
4201695,Phedimus hybridus (L.) 't Hart,SPECIES,ACCEPTED,Plantae,4201695: Phedimus hybridus (L.) 't Hart | 5362013: Sedum hybridum L.
4201709,Sempervivum arachnoideum L.,SPECIES,ACCEPTED,Plantae,4201709: Sempervivum arachnoideum L.
4205640,Juglans mandshurica Maxim.,SPECIES,ACCEPTED,Plantae,4205640: Juglans mandshurica Maxim.
4207403,Centaurea adami Willd.,SPECIES,ACCEPTED,Plantae,6076312: Centaurea solstitialis subsp. adami (Willd.) Nyman
4210773,Carduus vivariensis Jord.,SPECIES,ACCEPTED,Plantae,4210773: Carduus vivariensis Jord.
4230874,Doronicum ×willdenowii (Rouy) A.W.Hill,SPECIES,ACCEPTED,Plantae,4230874: Doronicum ×willdenowii (Rouy) A.W.Hill
4245384,Crepis setosa Haller fil.,SPECIES,ACCEPTED,Plantae,4245384: Crepis setosa Haller fil.
4259350,Tilia tomentosa Moench,SPECIES,ACCEPTED,Plantae,4259350: Tilia tomentosa Moench | 3152043: Tilia petiolaris DC.
4264680,"Myocastor coypus (Molina, 1782)",SPECIES,ACCEPTED,Animalia,"4264680: Myocastor coypus (Molina, 1782)"
4283395,"Diadumene lineata (Verrill, 1869)",SPECIES,ACCEPTED,Animalia,"4283395: Diadumene lineata (Verrill, 1869)"
4285968,"Ponticola kessleri (Günther, 1861)",SPECIES,ACCEPTED,Animalia,"2379062: Neogobius kessleri (Günther, 1861) | 4285968: Ponticola kessleri (Günther, 1861)"
4286942,"Carassius auratus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"4286942: Carassius auratus (Linnaeus, 1758) | 7193629: Carassius auratus auratus | 9209900: Carassius auratus var. auratus"
4286975,"Cyprinus carpio Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"4286975: Cyprinus carpio Linnaeus, 1758 | 7059109: Cyprinus carpio carpio | 8732936: Cyprinus carpio var. carpio"
4287131,"Acipenser baerii Brandt, 1869",SPECIES,ACCEPTED,Animalia,"4287131: Acipenser baerii Brandt, 1869"
4293134,"Neoclytus acuminatus (Fabricius, 1775)",SPECIES,ACCEPTED,Animalia,"4293134: Neoclytus acuminatus (Fabricius, 1775)"
4309705,"Atyaephyra desmarestii (Millet, 1831)",SPECIES,ACCEPTED,Animalia,"4309705: Atyaephyra desmarestii (Millet, 1831)"
4314683,"Chelicorophium curvispinum (G.O.Sars, 1895)",SPECIES,ACCEPTED,Animalia,"4314683: Chelicorophium curvispinum (G.O.Sars, 1895)"
4314702,"Monocorophium sextonae (Crawford, 1937)",SPECIES,ACCEPTED,Animalia,"7621724: Corophium sextonae Crawford, 1937 | 4314702: Monocorophium sextonae (Crawford, 1937)"
4315705,"Dikerogammarus villosus (Sowinsky, 1894)",SPECIES,ACCEPTED,Animalia,"4315705: Dikerogammarus villosus (Sowinsky, 1894)"
4315760,"Echinogammarus berilloni (Catta, 1878)",SPECIES,ACCEPTED,Animalia,"4315760: Echinogammarus berilloni (Catta, 1878)"
4344674,"Dendrocoelum romanodanubiale (Codreanu, 1949)",SPECIES,ACCEPTED,Animalia,"4344674: Dendrocoelum romanodanubiale (Codreanu, 1949)"
4352332,"Phoenicopterus roseus Pallas, 1811",SPECIES,ACCEPTED,Animalia,"4352332: Phoenicopterus roseus Pallas, 1811"
4354937,"Botrylloides diegensis Ritter & Forsyth, 1917",SPECIES,ACCEPTED,Animalia,"4354937: Botrylloides diegensis Ritter & Forsyth, 1917"
4354941,"Botrylloides violaceus Oka, 1927",SPECIES,ACCEPTED,Animalia,"4354941: Botrylloides violaceus Oka, 1927"
4362883,"Cerithium vulgatum Bruguière, 1792",SPECIES,ACCEPTED,Animalia,"4362883: Cerithium vulgatum Bruguière, 1792"
4362965,"Melanoides tuberculata (O.F.Müller, 1774)",SPECIES,ACCEPTED,Animalia,"4362965: Melanoides tuberculata (O.F.Müller, 1774)"
4363583,"Rapana venosa (Valenciennes, 1846)",SPECIES,ACCEPTED,Animalia,"4363583: Rapana venosa (Valenciennes, 1846)"
4366460,"Hexaplex trunculus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"4366460: Hexaplex trunculus (Linnaeus, 1758)"
4366527,"Hexaplex cichoreum (Gmelin, 1791)",SPECIES,ACCEPTED,Animalia,"4366527: Hexaplex cichoreum (Gmelin, 1791)"
4368880,"Columbella rustica (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"4368880: Columbella rustica (Linnaeus, 1758)"
4372686,"Ruditapes philippinarum (A.Adams & Reeve, 1850)",SPECIES,ACCEPTED,Animalia,"4372686: Ruditapes philippinarum (A.Adams & Reeve, 1850)"
4382841,"Hemigrapsus takanoi Asakura & Watanabe, 2005",SPECIES,ACCEPTED,Animalia,"4382841: Hemigrapsus takanoi Asakura & Watanabe, 2005"
4400961,"Badonnelia titei Pearman, 1953",SPECIES,ACCEPTED,Animalia,"4400961: Badonnelia titei Pearman, 1953"
4401285,"Dorypteryx longipennis Smithers, 1991",SPECIES,ACCEPTED,Animalia,"4401285: Dorypteryx longipennis Smithers, 1991"
4409643,"Leuciscus idus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"4409643: Leuciscus idus (Linnaeus, 1758)"
4410056,"Psammoryctides moravicus (Hrabĕ, 1934)",SPECIES,ACCEPTED,Animalia,"4410056: Psammoryctides moravicus (Hrabĕ, 1934)"
4410088,"Quistadrilus multisetosus (Smith, 1900)",SPECIES,ACCEPTED,Animalia,"4410088: Quistadrilus multisetosus (Smith, 1900)"
4416920,"Synurella ambulans (F.Müller, 1846)",SPECIES,ACCEPTED,Animalia,"4416920: Synurella ambulans (F.Müller, 1846)"
4417132,"Chaetogammarus trichiatus Martynov, 1932",SPECIES,ACCEPTED,Animalia,"4417131: Echinogammarus trichiatus (Martynov, 1932)"
4423428,"Yersinella raymondii (Yersin, 1860)",SPECIES,ACCEPTED,Animalia,"4423428: Yersinella raymondii (Yersin, 1860)"
4427283,"Anthrenocerus australis (Hope, 1843)",SPECIES,ACCEPTED,Animalia,"4427283: Anthrenocerus australis (Hope, 1843)"
4427319,"Anthrenus angustefasciatus Ganglbauer, 1904",SPECIES,ACCEPTED,Animalia,"4427319: Anthrenus angustefasciatus Ganglbauer, 1904"
4460066,"Chrysolina americana (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"4460066: Chrysolina americana (Linnaeus, 1758)"
4470640,"Carabus rutilans Dejean, 1826",SPECIES,ACCEPTED,Animalia,"4470640: Carabus rutilans Dejean, 1826"
4483961,"Viridicerus ustulatus (Mulsant & Rey, 1855)",SPECIES,ACCEPTED,Animalia,"4483961: Viridicerus ustulatus (Mulsant & Rey, 1855)"
4483971,"Populicerus albicans (Kirschbaum, 1868)",SPECIES,ACCEPTED,Animalia,"4483971: Populicerus albicans (Kirschbaum, 1868)"
4484009,"Tremulicerus distinguendus (Kirschbaum, 1868)",SPECIES,ACCEPTED,Animalia,"4484009: Tremulicerus distinguendus (Kirschbaum, 1868)"
4484176,"Cacopsylla fulguralis (Kuwayama, 1908)",SPECIES,ACCEPTED,Animalia,"4484176: Cacopsylla fulguralis (Kuwayama, 1908)"
4485839,"Apodiphus amygdali (Germar, 1817)",SPECIES,ACCEPTED,Animalia,"4485839: Apodiphus amygdali (Germar, 1817)"
4485843,"Halyomorpha halys (Stål, 1855)",SPECIES,ACCEPTED,Animalia,"4485843: Halyomorpha halys (Stål, 1855)"
4486243,"Oxycarenus lavaterae (Fabricius, 1787)",SPECIES,ACCEPTED,Animalia,"4486243: Oxycarenus lavaterae (Fabricius, 1787)"
4486297,"Arocatus longiceps Stal, 1872",SPECIES,ACCEPTED,Animalia,"4486297: Arocatus longiceps Stal, 1872"
4486365,"Nysius huttoni White, 1878",SPECIES,ACCEPTED,Animalia,"4486365: Nysius huttoni White, 1878"
4486382,"Orsillus depressus Dallas, 1852",SPECIES,ACCEPTED,Animalia,"4486382: Orsillus depressus Dallas, 1852 | 10951178: Orsillus depressus (Mulsant & Rey, 1852) Mulsant & Rey, 1852"
4486432,"Dieuches armatipes (Walker, 1872)",SPECIES,ACCEPTED,Animalia,"4486432: Dieuches armatipes (Walker, 1872)"
4487243,"Amphiareus obscuriceps (Poppius, 1909)",SPECIES,ACCEPTED,Animalia,"4487243: Amphiareus obscuriceps (Poppius, 1909)"
4487370,"Tropidosteptes pacificus (Van Duzee, 1921)",SPECIES,ACCEPTED,Animalia,"4487370: Tropidosteptes pacificus (Van Duzee, 1921)"
4487598,"Closterotomus trivialis (A.Costa, 1853)",SPECIES,ACCEPTED,Animalia,"4487598: Closterotomus trivialis (A.Costa, 1853)"
4487610,"Neolygus populi (Leston, 1957)",SPECIES,ACCEPTED,Animalia,"4487610: Neolygus populi (Leston, 1957)"
4487661,"Dichrooscytus intermedius Reuter, 1885",SPECIES,ACCEPTED,Animalia,"4487661: Dichrooscytus intermedius Reuter, 1885"
4487799,"Tupiocoris rhododendri (Dolling, 1972)",SPECIES,ACCEPTED,Animalia,"4487799: Tupiocoris rhododendri (Dolling, 1972)"
4488819,"Deraeocoris annulipes (Herrich-Schaeffer, 1842)",SPECIES,ACCEPTED,Animalia,"4488819: Deraeocoris annulipes (Herrich-Schaeffer, 1842)"
4488821,"Deraeocoris flavilinea (A.Costa, 1862)",SPECIES,ACCEPTED,Animalia,"4488821: Deraeocoris flavilinea (A.Costa, 1862)"
4488933,"Stephanitis oberti (Kolenati, 1856)",SPECIES,ACCEPTED,Animalia,"4488933: Stephanitis oberti (Kolenati, 1856)"
4496869,"Neuroterus saliens (Kollar, 1857)",SPECIES,ACCEPTED,Animalia,"10423405: Pseudoneuroterus saliens (Kollar, 1857) | 4496869: Neuroterus saliens (Kollar, 1857)"
4496973,"Andricus gemmeus (Giraud, 1859)",SPECIES,ACCEPTED,Animalia,"4496973: Andricus gemmeus (Giraud, 1859)"
4497054,"Andricus lignicolus (Hartig, 1840)",SPECIES,ACCEPTED,Animalia,"4497054: Andricus lignicolus (Hartig, 1840)"
4497120,"Andricus corruptrix (Schlechtendal, 1870)",SPECIES,ACCEPTED,Animalia,"4497120: Andricus corruptrix (Schlechtendal, 1870)"
4497124,"Andricus quercuscalicis (Burgsdorff, 1783)",SPECIES,ACCEPTED,Animalia,"4497124: Andricus quercuscalicis (Burgsdorff, 1783)"
4497180,"Andricus aries (Giraud, 1859)",SPECIES,ACCEPTED,Animalia,"4497180: Andricus aries (Giraud, 1859)"
4530608,"Clepsis peritana (Clemens, 1860)",SPECIES,ACCEPTED,Animalia,"4530608: Clepsis peritana (Clemens, 1860)"
4532122,"Cydalima perspectalis (Walker, 1859)",SPECIES,ACCEPTED,Animalia,"4532122: Cydalima perspectalis (Walker, 1859)"
4535888,"Bucculatrix chrysanthemella Rebel, 1896",SPECIES,ACCEPTED,Animalia,"4535888: Bucculatrix chrysanthemella Rebel, 1896"
4544517,"Aceria tristriata (Nalepa, 1890)",SPECIES,ACCEPTED,Animalia,"4544517: Aceria tristriata (Nalepa, 1890)"
4550810,"Cryptachaea veruculata (Urquhart, 1886)",SPECIES,ACCEPTED,Animalia,"2157642: Achaearanea veruculatum (Urquhart, 1885)"
4553472,"Leiobunum rotundum (Latreille, 1798)",SPECIES,ACCEPTED,Animalia,"4553472: Leiobunum rotundum (Latreille, 1798)"
4553482,"Leiobunum blackwalli Meade, 1861",SPECIES,ACCEPTED,Animalia,"4553482: Leiobunum blackwalli Meade, 1861"
4553535,"Megabunus diadema (Fabricius, 1779)",SPECIES,ACCEPTED,Animalia,"4553535: Megabunus diadema (Fabricius, 1779)"
4553805,"Euscorpius carpathicus (Linnaeus, 1767)",SPECIES,ACCEPTED,Animalia,"4553805: Euscorpius carpathicus (Linnaeus, 1767)"
4553820,"Euscorpius flavicaudis (DeGeer, 1778)",SPECIES,ACCEPTED,Animalia,"4553820: Euscorpius flavicaudis (DeGeer, 1778)"
4559541,"Sinanodonta woodiana (I.Lea, 1834)",SPECIES,ACCEPTED,Animalia,"4559541: Sinanodonta woodiana (I.Lea, 1834)"
4562529,"Morlina glabra (Rossmässler, 1835)",SPECIES,ACCEPTED,Animalia,"4562529: Morlina glabra (Rossmässler, 1835)"
4562917,"Cochlicella acuta (O.F.Müller, 1774)",SPECIES,ACCEPTED,Animalia,"4562917: Cochlicella acuta (O.F.Müller, 1774)"
4565039,"Hygromia cinctella (Draparnaud, 1801)",SPECIES,ACCEPTED,Animalia,"4565039: Hygromia cinctella (Draparnaud, 1801)"
4565061,"Cernuella neglecta (Draparnaud, 1805)",SPECIES,ACCEPTED,Animalia,"4565061: Cernuella neglecta (Draparnaud, 1805)"
4565134,"Cernuella aginnica (Locard, 1882)",SPECIES,ACCEPTED,Animalia,"4565134: Cernuella aginnica (Locard, 1882)"
4565140,"Cernuella cisalpina (Rossmässler, 1837)",SPECIES,ACCEPTED,Animalia,"4565140: Cernuella cisalpina (Rossmässler, 1837)"
4567717,"Boettgerilla pallens Simroth, 1912",SPECIES,ACCEPTED,Animalia,"4567717: Boettgerilla pallens Simroth, 1912"
4568269,"Paralaoma servilis (Shuttleworth, 1852)",SPECIES,ACCEPTED,Animalia,"4568269: Paralaoma servilis (Shuttleworth, 1852)"
4845776,"Lonchura oryzivora (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2493591: Padda oryzivora (Linnaeus, 1758)"
4926336,Anaphalis margaritacea (L.) Benth.,SPECIES,ACCEPTED,Plantae,4926336: Anaphalis margaritacea (L.) Benth.
4926534,Sibbaldia tridentata (Aiton) Paule & Soják,SPECIES,ACCEPTED,Plantae,3024241: Sibbaldiopsis tridentata (Aiton) Rydb.
4926977,Catalpa ×erubescens Carrière,SPECIES,ACCEPTED,Plantae,4926977: Catalpa ×erubescens Carrière
4933624,Inula racemosa Hook.fil.,SPECIES,ACCEPTED,Plantae,4933624: Inula racemosa Hook.fil.
4938160,Berberis gagnepainii C.K.Schneid.,SPECIES,ACCEPTED,Plantae,4938160: Berberis gagnepainii C.K.Schneid.
4938682,Larix ×marschlinsii Coaz,SPECIES,ACCEPTED,Plantae,4938682: Larix ×marschlinsii Coaz
4939668,Kitaibela vitifolia Willd.,SPECIES,ACCEPTED,Plantae,3939584: Kitaibelia vitifolia Willd. | 4939668: Kitaibela vitifolia Willd.
4984851,"Bugula neritina (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"4984851: Bugula neritina (Linnaeus, 1758)"
4985072,"Tricellaria inopinata d'Hondt & Occhipinti Ambrogi, 1985",SPECIES,ACCEPTED,Animalia,"4985072: Tricellaria inopinata d'Hondt & Occhipinti Ambrogi, 1985"
4989904,"Harmonia axyridis (Pallas, 1773)",SPECIES,ACCEPTED,Animalia,"4989904: Harmonia axyridis (Pallas, 1773) | 10364473: Harmonia axyridis f. spectabilis | 11134183: Harmonia axyridis f. succinea | 9986462: BOLD:AAB5640 | 10120173: Harmonia axyridis f. conspicua | 11206794: Harmonia axyridis f. axyridis"
4990175,"Rhyzobius lophanthae (Blaisdell, 1892)",SPECIES,ACCEPTED,Animalia,"4990175: Rhyzobius lophanthae (Blaisdell, 1892)"
4990176,"Rhyzobius forestieri (Mulsant, 1853)",SPECIES,ACCEPTED,Animalia,"4990176: Rhyzobius forestieri (Mulsant, 1853)"
5041422,"Sceliphron curvatum (F.Smith, 1870)",SPECIES,ACCEPTED,Animalia,"5041422: Sceliphron curvatum (F.Smith, 1870)"
5041466,"Sceliphron caementarium (Drury, 1773)",SPECIES,ACCEPTED,Animalia,"5041466: Sceliphron caementarium (Drury, 1773)"
5041471,"Sceliphron destillatorium (Illiger, 1807)",SPECIES,ACCEPTED,Animalia,"5041471: Sceliphron destillatorium (Illiger, 1807)"
5104748,"Cameraria gaultheriella (Walsingham, 1889)",SPECIES,ACCEPTED,Animalia,"5104748: Cameraria gaultheriella (Walsingham, 1889)"
5108665,"Callopistria floridensis Guenée, 1852",SPECIES,ACCEPTED,Animalia,"5108665: Callopistria floridensis Guenée, 1852"
5123474,"Anthophila nemorana (Hübner, 1799)",SPECIES,ACCEPTED,Animalia,"7675186: Choreutis nemorana (Hübner, 1799)"
5124716,"Attacus atlas (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"5124716: Attacus atlas (Linnaeus, 1758)"
5128034,"Dryas iulia (Fabricius, 1775)",SPECIES,ACCEPTED,Animalia,"5128034: Dryas iulia (Fabricius, 1775)"
5130444,"Junonia iphita (Cramer, 1782)",SPECIES,ACCEPTED,Animalia,"5130444: Junonia iphita (Cramer, 1782)"
5133523,"Morpho menelaus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"5133523: Morpho menelaus (Linnaeus, 1758)"
5151589,"Blatta orientalis Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"5151589: Blatta orientalis Linnaeus, 1758"
5152536,"Gastrodes abietum Bergroth, 1914",SPECIES,ACCEPTED,Animalia,"5152536: Gastrodes abietum Bergroth, 1914"
5152721,"Tuponia mixticolor (A.Costa, 1862)",SPECIES,ACCEPTED,Animalia,"5152721: Tuponia mixticolor (A.Costa, 1862)"
5153082,"Homotoma ficus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"5153082: Homotoma ficus (Linnaeus, 1758)"
5154481,"Stictocephala bisonia Kopp & Yonke, 1977",SPECIES,ACCEPTED,Animalia,"5154481: Stictocephala bisonia Kopp & Yonke, 1977"
5156102,"Leptoglossus occidentalis Heidemann, 1910",SPECIES,ACCEPTED,Animalia,"5156102: Leptoglossus occidentalis Heidemann, 1910"
